gene_id state1_rep1 state1_rep2 state2_rep1 state2_rep2
ECDH10B_0558 0 0 0 0
ECDH10B_0559 0 0 0 0
ECDH10B_0560 0 0 0 1
ECDH10B_0561 0 0 0 0
ECDH10B_0562 0 0 0 0
ECDH10B_0563 0 0 0 0
ECDH10B_0564 0 0 0 0
ECDH10B_0565 0 0 0 0
ECDH10B_0566 0 0 0 0
ECDH10B_0567 0 0 0 0
ECDH10B_0568 0 0 0 0
ECDH10B_0569 0 0 0 0
ECDH10B_0570 0 0 0 0
ECDH10B_0571 0 0 0 0
ECDH10B_0572 0 0 0 0
ECDH10B_0573 0 0 0 0
ECDH10B_0574 0 0 0 0
ECDH10B_0575 0 0 0 0
ECDH10B_0576 0 0 0 0
ECDH10B_0577 0 0 0 0
ECDH10B_0578 0 0 0 0
ECDH10B_0579 0 0 0 0
ECDH10B_0580 0 0 0 0
ECDH10B_0581 0 0 0 0
ECDH10B_0582 0 0 0 0
ECDH10B_0583 0 0 2 2
ECDH10B_0584 0 0 0 0
ECDH10B_0586 0 0 0 0
ECDH10B_0588 0 0 0 0
ECDH10B_0589 0 0 0 0
ECDH10B_0590 0 0 0 0
ECDH10B_0591 0 0 0 0
ECDH10B_0592 0 0 0 0
ECDH10B_0593 0 0 0 0
ECDH10B_0594 0 0 0 0
ECDH10B_0595 0 0 0 0
ECDH10B_0596 0 0 0 0
ECDH10B_0597 0 0 0 0
ECDH10B_0598 0 0 0 0
ECDH10B_0599 0 0 0 0
ECDH10B_0600 0 0 0 0
ECDH10B_0601 0 0 0 0
ECDH10B_0602 0 0 0 0
ECDH10B_0603 0 0 0 0
ECDH10B_0604 0 0 0 0
ECDH10B_0605 0 0 0 0
ECDH10B_0606 0 0 0 0
ECDH10B_0607 0 0 0 0
ECDH10B_0608 0 0 0 0
ECDH10B_0609 0 0 0 0
ECDH10B_0610 0 0 0 0
ECDH10B_0611 0 0 0 0
ECDH10B_0612 0 0 0 0
ECDH10B_0613 0 0 0 0
ECDH10B_0614 0 0 0 0
ECDH10B_0615 0 0 0 0
ECDH10B_0616 0 0 0 0
ECDH10B_0617 0 0 0 0
ECDH10B_0618 12 10 25 13
ECDH10B_0619 0 0 0 0
ECDH10B_0620 0 1 0 0
ECDH10B_0621 0 0 0 1
ECDH10B_0622 0 0 0 0
ECDH10B_0623 0 2 4 4
ECDH10B_0624 0 0 0 1
ECDH10B_0625 0 0 0 0
ECDH10B_0626 0 2 1 0
ECDH10B_0627 0 0 1 0
ECDH10B_0628 1 1 0 0
ECDH10B_0629 0 0 0 0
ECDH10B_0630 0 0 2 0
ECDH10B_0631 19 24 74 58
ECDH10B_0632 0 1 0 0
ECDH10B_0633 0 2 0 2
ECDH10B_0634 0 2 4 1
ECDH10B_0635 2 2 0 0
ECDH10B_0636 1 3 6 1
ECDH10B_0637 0 3 1 6
ECDH10B_0638 0 1 0 0
ECDH10B_0639 0 0 0 0
ECDH10B_0640 1 11 3 0
ECDH10B_0641 0 3 1 4
ECDH10B_0642 1 15 19 8
ECDH10B_0643 1 4 6 3
ECDH10B_0644 12 9 36 29
ECDH10B_0645 1 1 14 2
ECDH10B_0646 2 3 5 2
ECDH10B_0647 4 0 8 1
ECDH10B_0648 0 0 0 0
ECDH10B_0649 3 12 18 5
ECDH10B_0650 0 0 2 0
ECDH10B_0651 0 1 3 1
ECDH10B_0652 0 0 0 0
ECDH10B_0653 0 0 0 0
ECDH10B_0654 1 1 2 0
ECDH10B_0655 0 0 3 2
ECDH10B_0656 0 0 12 1
ECDH10B_0657 0 0 17 5
ECDH10B_0658 2 0 22 8
ECDH10B_0659 0 1 28 7
ECDH10B_0660 0 0 17 7
ECDH10B_0661 0 0 56 19
ECDH10B_0662 0 0 71 31
ECDH10B_0663 0 0 60 25
ECDH10B_0664 1 5 273 137
ECDH10B_0665 0 1 71 27
ECDH10B_0666 37 21 164 64
ECDH10B_0667 9 9 63 17
ECDH10B_0668 3 3 18 8
ECDH10B_0669 1 1 9 0
ECDH10B_0670 0 0 0 0
ECDH10B_0671 0 0 0 0
ECDH10B_0672 0 1 4 1
ECDH10B_0673 1 1 11 7
ECDH10B_0674 25 36 250 102
ECDH10B_0675 28 53 109 50
ECDH10B_0676 0 8 4 0
ECDH10B_0677 2 6 10 15
ECDH10B_0678 2 8 6 2
ECDH10B_0679 1 3 0 3
ECDH10B_0680 0 1 3 1
ECDH10B_0681 0 0 0 0
ECDH10B_0682 0 0 0 0
ECDH10B_0683 0 0 1 0
ECDH10B_0684 0 0 0 0
ECDH10B_0685 0 0 0 0
ECDH10B_0686 0 0 0 0
ECDH10B_0687 1 3 4 2
ECDH10B_0688 2 2 1 0
ECDH10B_0689 10 6 5 0
ECDH10B_0690 1 0 0 0
ECDH10B_0691 74 82 134 151
ECDH10B_0692 0 5 16 5
ECDH10B_0694 1 1 3 1
ECDH10B_0696 0 3 3 0
ECDH10B_0697 12 15 77 22
ECDH10B_0698 0 0 2 0
ECDH10B_0699 1 1 16 0
ECDH10B_0700 2 0 6 20
ECDH10B_0701 3 10 36 13
ECDH10B_0702 13 21 71 20
ECDH10B_0703 4 14 48 13
ECDH10B_0704 24 38 103 35
ECDH10B_0705 1 12 33 15
ECDH10B_0706 0 15 32 11
ECDH10B_0707 0 3 5 3
ECDH10B_0708 2 6 14 4
ECDH10B_0709 0 13 28 10
ECDH10B_0710 3 11 37 11
ECDH10B_0711 37 82 299 108
ECDH10B_0712 5 0 4 5
ECDH10B_0713 0 2 4 1
ECDH10B_0714 0 0 0 0
ECDH10B_0715 0 9 2 0
ECDH10B_0716 0 0 2 0
ECDH10B_0717 0 0 0 0
ECDH10B_0718 0 0 4 0
ECDH10B_0719 0 0 2 0
ECDH10B_0720 6 2 17 5
ECDH10B_0721 4 5 17 3
ECDH10B_0722 3 7 52 4
ECDH10B_0723 3 1 12 3
ECDH10B_0724 12 12 49 31
ECDH10B_0725 0 0 0 14
ECDH10B_0726 518 828 1758 722
ECDH10B_0727 722 1014 2156 1103
ECDH10B_0728 452 358 810 588
ECDH10B_0729 803 587 1178 534
ECDH10B_0730 598 885 2471 1059
ECDH10B_0731 266 566 721 522
ECDH10B_0732 0 10 20 0
ECDH10B_0733 0 38 90 52
ECDH10B_0734 14 195 280 42
ECDH10B_0735 27 31 102 35
ECDH10B_0736 43 194 324 282
ECDH10B_0737 9 120 107 92
ECDH10B_0738 8 24 236 38
ECDH10B_0739 527 729 5824 3069
ECDH10B_0740 270 344 1246 618
ECDH10B_0741 309 403 794 484
ECDH10B_0742 200 238 646 199
ECDH10B_0743 126 59 459 280
ECDH10B_0744 776 507 1121 431
ECDH10B_0745 1179 2413 5420 2135
ECDH10B_0746 15 97 182 37
ECDH10B_0747 28 49 83 87
ECDH10B_0748 420 965 2750 1362
ECDH10B_0749 652 929 1644 1255
ECDH10B_0750 217 654 1068 444
ECDH10B_0751 103 241 503 290
ECDH10B_0752 372 376 1494 443
ECDH10B_0753 856 1088 2920 838
ECDH10B_0754 28 38 192 171
ECDH10B_0756 0 34 50 30
ECDH10B_0758 15 23 65 5
ECDH10B_0759 15 13 59 14
ECDH10B_0760 1 59 115 3
ECDH10B_0761 64 98 172 101
ECDH10B_0762 32 16 55 25
ECDH10B_0763 0 23 48 0
ECDH10B_0764 0 27 11 0
ECDH10B_0765 0 0 0 0
ECDH10B_0766 121 114 104 208
ECDH10B_0767 99 267 471 263
ECDH10B_0768 0 10 32 0
ECDH10B_0769 9 40 57 17
ECDH10B_0770 0 37 36 56
ECDH10B_0771 0 9 23 8
ECDH10B_0772 8 77 7 17
ECDH10B_0773 0 2 25 22
ECDH10B_0774 24 31 207 42
ECDH10B_0775 123 237 717 432
ECDH10B_0776 28 147 292 123
ECDH10B_0777 256 277 637 328
ECDH10B_0778 95 164 327 175
ECDH10B_0779 131 315 482 271
ECDH10B_0780 143 256 679 469
ECDH10B_0781 80 74 288 116
ECDH10B_0782 101 148 186 64
ECDH10B_0783 27 45 43 4
ECDH10B_0784 0 6 32 20
ECDH10B_0785 26 16 34 46
ECDH10B_0786 0 17 76 13
ECDH10B_0787 2002 978 15593 9839
ECDH10B_0788 184 603 4953 1711
ECDH10B_0789 118 188 2677 1341
ECDH10B_0790 948 1599 13777 6167
ECDH10B_0791 576 932 9421 2989
ECDH10B_0792 1659 2902 27748 9545
ECDH10B_0793 1944 2530 19321 8251
ECDH10B_0794 1262 2213 12297 6139
ECDH10B_0795 1154 1525 9090 5177
ECDH10B_0796 53 252 388 193
ECDH10B_0797 0 7 0 0
ECDH10B_0798 11 48 159 23
ECDH10B_0799 4603 4986 2127 772
ECDH10B_0800 2820 3319 1676 545
ECDH10B_0801 115 58 29 0
ECDH10B_0802 180 274 200 143
ECDH10B_0803 183 356 1146 417
ECDH10B_0804 267 598 1927 691
ECDH10B_0805 202 438 1435 878
ECDH10B_0806 514 1822 4717 3021
ECDH10B_0807 2607 4379 11089 5871
ECDH10B_0808 4052 5666 12747 10077
ECDH10B_0809 1467 2087 6298 2219
ECDH10B_0810 132 358 1230 231
ECDH10B_0811 3 87 467 59
ECDH10B_0812 88 227 723 273
ECDH10B_0813 15 181 377 127
ECDH10B_0814 0 36 215 75
ECDH10B_0815 0 144 315 34
ECDH10B_0816 0 5 2 0
ECDH10B_0817 81 269 1245 622
ECDH10B_0818 134 180 739 389
ECDH10B_0819 118 94 660 399
ECDH10B_0820 11 0 293 104
ECDH10B_0821 1454 1310 6103 3438
ECDH10B_0822 937 1210 4310 4035
ECDH10B_0823 378 278 588 337
ECDH10B_0825 127 249 260 134
ECDH10B_0826 177 313 258 142
ECDH10B_0827 335 382 362 87
ECDH10B_0828 160 354 1406 430
ECDH10B_0829 170 99 339 198
ECDH10B_0830 84 120 174 140
ECDH10B_0831 194 130 452 157
ECDH10B_0832 65 156 83 38
ECDH10B_0833 124 208 408 172
ECDH10B_0834 180 196 419 145
ECDH10B_0835 589 426 765 377
ECDH10B_0836 134 152 149 132
ECDH10B_0837 0 0 0 14
ECDH10B_0838 0 7 14 0
ECDH10B_0839 90 108 291 97
ECDH10B_0840 208 485 2072 857
ECDH10B_0841 7 108 575 172
ECDH10B_0842 193 919 2113 1243
ECDH10B_0843 390 1008 3360 2152
ECDH10B_0844 364 1593 4659 2210
ECDH10B_0845 124 603 2356 856
ECDH10B_0846 144 538 1922 992
ECDH10B_0847 358 919 2125 1309
ECDH10B_0848 195 518 902 480
ECDH10B_0849 277 517 832 187
ECDH10B_0850 173 57 94 98
ECDH10B_0851 81 75 136 81
ECDH10B_0852 54 44 85 11
ECDH10B_0853 52 115 214 57
ECDH10B_0854 356 233 595 244
ECDH10B_0855 17 16 37 7
ECDH10B_0856 0 47 86 70
ECDH10B_0857 20 0 286 50
ECDH10B_0858 44 28 195 71
ECDH10B_0859 129 198 681 169
ECDH10B_0860 148 122 609 176
ECDH10B_0861 37 68 63 23
ECDH10B_0862 227 62 98 116
ECDH10B_0863 94 75 84 67
ECDH10B_0864 44 104 122 27
ECDH10B_0865 226 2621 2475 1139
ECDH10B_0866 12 159 248 78
ECDH10B_0867 187 760 952 601
ECDH10B_0868 103 83 89 106
ECDH10B_0869 175 313 998 519
ECDH10B_0870 23 89 232 56
ECDH10B_0871 1 21 163 95
ECDH10B_0872 55 24 333 134
ECDH10B_0873 54 95 2141 867
ECDH10B_0874 0 34 13 0
ECDH10B_0875 53 96 322 174
ECDH10B_0876 58 58 335 91
ECDH10B_0877 72 65 1414 487
ECDH10B_0878 87 102 1258 388
ECDH10B_0879 234 133 2896 722
ECDH10B_0880 248 75 620 508
ECDH10B_0881 40 230 312 121
ECDH10B_0882 1129 2113 1221 513
ECDH10B_0883 73 444 765 170
ECDH10B_0884 350 1086 1525 781
ECDH10B_0886 140 397 1169 450
ECDH10B_0887 157 260 797 272
ECDH10B_0888 306 624 2043 696
ECDH10B_0889 345 1351 2447 1207
ECDH10B_0890 29 177 289 194
ECDH10B_0891 26 73 367 96
ECDH10B_0892 89 79 110 87
ECDH10B_0893 0 68 28 24
ECDH10B_0894 35 98 163 94
ECDH10B_0895 161 141 349 146
ECDH10B_0896 221 160 493 179
ECDH10B_0897 112 130 515 123
ECDH10B_0898 164 102 498 284
ECDH10B_0899 173 195 469 281
ECDH10B_0900 11 96 203 59
ECDH10B_0901 27 38 114 94
ECDH10B_0902 38 61 127 112
ECDH10B_0903 20 139 148 117
ECDH10B_0904 128 477 1014 949
ECDH10B_0905 918 481 72 363
ECDH10B_0906 145 163 373 418
ECDH10B_0907 225 297 765 530
ECDH10B_0908 303 236 887 297
ECDH10B_0909 286 220 547 199
ECDH10B_0910 53 149 130 47
ECDH10B_0911 157 162 456 233
ECDH10B_0912 64 56 202 85
ECDH10B_0913 105 170 332 103
ECDH10B_0914 62 123 248 121
ECDH10B_0915 23 83 92 113
ECDH10B_0917 169 418 666 201
ECDH10B_0918 65 66 25 16
ECDH10B_0919 17 43 0 43
ECDH10B_0920 25 93 163 73
ECDH10B_0921 34 61 213 119
ECDH10B_0922 137 262 614 197
ECDH10B_0923 206 297 818 229
ECDH10B_0924 14 64 1096 246
ECDH10B_0925 47 45 703 193
ECDH10B_0926 14 16 291 52
ECDH10B_0927 51 28 438 150
ECDH10B_0928 30 39 115 77
ECDH10B_0929 10 124 327 166
ECDH10B_0930 32 97 288 303
ECDH10B_0931 120 165 624 347
ECDH10B_0932 80 197 477 222
ECDH10B_0933 165 168 712 514
ECDH10B_0934 185 173 516 129
ECDH10B_0935 29 60 173 125
ECDH10B_0936 134 219 132 192
ECDH10B_0937 182 163 505 278
ECDH10B_0938 234 309 880 362
ECDH10B_0939 76 255 790 204
ECDH10B_0940 298 380 900 579
ECDH10B_0941 78 27 729 259
ECDH10B_0942 37 5 16 20
ECDH10B_0943 31 6 5 0
ECDH10B_0944 100 116 377 51
ECDH10B_0945 0 56 77 18
ECDH10B_0946 298 409 609 303
ECDH10B_0947 363 411 693 400
ECDH10B_0948 99 173 375 272
ECDH10B_0949 71 141 404 222
ECDH10B_0950 190 71 220 108
ECDH10B_0951 195 521 365 313
ECDH10B_0952 3409 3491 6506 2682
ECDH10B_0953 0 10 22 11
ECDH10B_0954 503 1241 3279 2981
ECDH10B_0955 52 280 336 140
ECDH10B_0956 326 708 820 673
ECDH10B_0957 336 625 899 381
ECDH10B_0958 363 649 1861 1171
ECDH10B_0959 773 1599 4044 3143
ECDH10B_0960 752 3217 7241 3464
ECDH10B_0961 155 710 1076 462
ECDH10B_0962 167 593 1000 609
ECDH10B_0963 2849 3751 4628 2831
ECDH10B_0964 1081 958 43 55
ECDH10B_0965 355 444 14 12
ECDH10B_0966 279 559 105 38
ECDH10B_0967 143 105 427 523
ECDH10B_0968 100 248 680 143
ECDH10B_0969 53 26 127 67
ECDH10B_0970 39 27 101 57
ECDH10B_0971 22 56 54 0
ECDH10B_0972 457 649 518 252
ECDH10B_0973 12330 17102 9631 4629
ECDH10B_0974 2348 2330 701 354
ECDH10B_0975 497 1297 4868 2417
ECDH10B_0976 17 33 287 126
ECDH10B_0977 844 1063 3880 2001
ECDH10B_0978 171 673 1676 545
ECDH10B_0979 24 10 96 62
ECDH10B_0980 369 1544 3789 2040
ECDH10B_0981 7577 18087 57225 29351
ECDH10B_0982 430 220 1488 887
ECDH10B_0983 93 198 311 32
ECDH10B_0984 491 1249 3649 1442
ECDH10B_0985 158 478 1319 647
ECDH10B_0986 64 120 481 315
ECDH10B_0987 147 179 437 141
ECDH10B_0988 660 752 1991 951
ECDH10B_0989 245 336 403 199
ECDH10B_0990 42 250 244 136
ECDH10B_0991 225 457 927 489
ECDH10B_0992 345 555 1033 538
ECDH10B_0993 176 364 994 292
ECDH10B_0994 915 3170 6242 3498
ECDH10B_0995 212 447 853 292
ECDH10B_0996 368 416 3317 1101
ECDH10B_0997 452 1416 4289 1540
ECDH10B_0998 1721 2103 5367 1890
ECDH10B_0999 1979 5145 10759 15543
ECDH10B_1000 1185 1771 5494 2259
ECDH10B_1001 696 2044 3264 1472
ECDH10B_1002 995 1430 4060 2025
ECDH10B_1003 59 176 295 107
ECDH10B_1004 0 7 48 1
ECDH10B_1005 0 9 23 0
ECDH10B_1006 0 0 0 0
ECDH10B_1007 15 25 63 18
ECDH10B_1008 0 0 15 0
ECDH10B_1009 0 13 18 0
ECDH10B_1010 0 26 79 26
ECDH10B_1011 18 39 86 2
ECDH10B_1012 25 17 2 0
ECDH10B_1013 0 25 13 0
ECDH10B_1014 22 69 67 27
ECDH10B_1015 89 500 815 304
ECDH10B_1016 133 387 734 522
ECDH10B_1017 197 495 765 439
ECDH10B_1018 230 1160 2202 1374
ECDH10B_1019 210 1203 2214 1009
ECDH10B_1020 126 519 1029 426
ECDH10B_1021 130 530 1038 518
ECDH10B_1022 126 366 570 402
ECDH10B_1023 231 179 1515 1322
ECDH10B_1024 843 1345 4668 3161
ECDH10B_1025 480 1264 3369 1404
ECDH10B_1026 88 74 256 152
ECDH10B_1027 10649 20285 36706 16541
ECDH10B_1028 105 298 413 422
ECDH10B_1029 36 151 193 63
ECDH10B_1030 195 462 1157 375
ECDH10B_1031 45 86 248 83
ECDH10B_1032 540 468 1201 796
ECDH10B_1033 701 331 997 601
ECDH10B_1034 18 69 71 85
ECDH10B_1035 91 167 332 226
ECDH10B_1036 174 46 403 83
ECDH10B_1037 191 397 298 123
ECDH10B_1038 78 222 163 110
ECDH10B_1039 130 255 342 141
ECDH10B_1040 1276 1919 4421 1943
ECDH10B_1041 0 12 0 0
ECDH10B_1042 11 18 22 0
ECDH10B_1043 0 23 11 1
ECDH10B_1044 4 8 0 0
ECDH10B_1045 0 2 12 24
ECDH10B_1046 0 0 18 16
ECDH10B_1047 29 18 24 0
ECDH10B_1048 49 50 153 50
ECDH10B_1049 15 13 170 41
ECDH10B_1050 38 39 56 20
ECDH10B_1051 70 57 137 133
ECDH10B_1052 0 13 28 19
ECDH10B_1053 22 16 38 46
ECDH10B_1054 0 54 66 35
ECDH10B_1055 0 40 5 18
ECDH10B_1056 0 60 30 0
ECDH10B_1057 0 124 45 30
ECDH10B_1058 15 93 53 19
ECDH10B_1059 85 229 61 66
ECDH10B_1060 0 194 247 296
ECDH10B_1061 581 7235 7185 6513
ECDH10B_1062 14 400 104 201
ECDH10B_1063 74 297 219 70
ECDH10B_1064 103 582 343 144
ECDH10B_1065 77 132 170 91
ECDH10B_1066 36 24 60 25
ECDH10B_1067 10 75 112 34
ECDH10B_1068 37 12 19 5
ECDH10B_1069 24 45 36 15
ECDH10B_1070 32 11 106 43
ECDH10B_1071 44 42 81 69
ECDH10B_1072 91 125 315 83
ECDH10B_1073 0 12 64 32
ECDH10B_1074 454 266 381 269
ECDH10B_1075 82 52 63 42
ECDH10B_1076 316 74 148 146
ECDH10B_1077 65 10 42 3
ECDH10B_1078 17 20 42 35
ECDH10B_1079 0 13 0 0
ECDH10B_1080 0 0 44 0
ECDH10B_1081 0 24 6 13
ECDH10B_1082 0 0 0 22
ECDH10B_1083 0 0 10 16
ECDH10B_1084 0 0 25 0
ECDH10B_1085 157 133 402 311
ECDH10B_1086 398 559 2221 1358
ECDH10B_1087 112 245 1639 693
ECDH10B_1089 0 35 842 377
ECDH10B_1091 12 41 883 329
ECDH10B_1092 2 60 759 307
ECDH10B_1093 57 168 1189 238
ECDH10B_1094 0 11 176 37
ECDH10B_1095 0 8 2 12
ECDH10B_1096 0 79 69 5
ECDH10B_1097 32 54 24 60
ECDH10B_1098 193 280 237 93
ECDH10B_1100 19 24 37 0
ECDH10B_1101 0 0 0 0
ECDH10B_1102 0 0 0 0
ECDH10B_1103 0 15 22 13
ECDH10B_1104 17 1 0 5
ECDH10B_1105 85 138 350 176
ECDH10B_1106 11 56 235 24
ECDH10B_1107 6 77 131 55
ECDH10B_1108 92 199 188 242
ECDH10B_1109 12 59 63 13
ECDH10B_1110 0 0 15 0
ECDH10B_1111 0 0 30 0
ECDH10B_1112 0 4 23 10
ECDH10B_1113 0 0 16 0
ECDH10B_1114 18 1 35 0
ECDH10B_1115 16 0 0 26
ECDH10B_1116 0 8 37 6
ECDH10B_1117 73 79 319 209
ECDH10B_1118 22 127 434 145
ECDH10B_1119 1 129 422 104
ECDH10B_1120 709 621 2440 1009
ECDH10B_1121 724 1259 3270 1493
ECDH10B_1122 114 141 393 134
ECDH10B_1123 105 113 415 254
ECDH10B_1124 18 69 193 97
ECDH10B_1125 69 211 569 417
ECDH10B_1126 54 174 1180 662
ECDH10B_1127 24 36 471 258
ECDH10B_1128 0 27 140 17
ECDH10B_1129 14 0 10 11
ECDH10B_1130 56 195 445 271
ECDH10B_1131 248 597 576 360
ECDH10B_1132 23 42 61 141
ECDH10B_1133 188 437 1159 575
ECDH10B_1134 141 225 473 334
ECDH10B_1135 178 145 549 456
ECDH10B_1136 74 157 166 18
ECDH10B_1137 123 112 219 153
ECDH10B_1138 179 123 267 214
ECDH10B_1139 200 103 227 97
ECDH10B_1140 77 253 628 324
ECDH10B_1141 58 97 286 84
ECDH10B_1142 6 62 102 90
ECDH10B_1143 0 18 77 27
ECDH10B_1144 0 0 0 0
ECDH10B_1145 0 14 0 0
ECDH10B_1146 0 0 10 26
ECDH10B_1147 0 8 49 24
ECDH10B_1148 0 0 27 0
ECDH10B_1149 0 16 16 10
ECDH10B_1150 0 0 9 0
ECDH10B_1151 0 20 4 0
ECDH10B_1152 0 7 36 2
ECDH10B_1153 17 20 49 0
ECDH10B_1154 0 152 156 83
ECDH10B_1155 2226 5654 10168 5174
ECDH10B_1156 94 139 178 133
ECDH10B_1157 249 542 1484 518
ECDH10B_1158 79 285 658 366
ECDH10B_1160 2037 4540 10888 5218
ECDH10B_1161 1070 1661 2880 2207
ECDH10B_1162 446 2245 4688 1669
ECDH10B_1163 530 1375 2849 1024
ECDH10B_1164 1185 1814 5334 3453
ECDH10B_1165 1854 3839 10562 5797
ECDH10B_1166 8043 7091 24138 32053
ECDH10B_1167 3481 4781 9717 5142
ECDH10B_1168 108 211 634 324
ECDH10B_1169 109 326 445 285
ECDH10B_1170 119 183 462 202
ECDH10B_1171 104 268 862 267
ECDH10B_1172 123 304 944 352
ECDH10B_1173 585 613 2447 1088
ECDH10B_1174 40 95 1721 606
ECDH10B_1175 174 256 542 246
ECDH10B_1176 141 240 475 242
ECDH10B_1177 239 258 756 264
ECDH10B_1178 52 180 434 225
ECDH10B_1179 418 442 996 625
ECDH10B_1180 430 443 734 319
ECDH10B_1181 405 951 2318 1247
ECDH10B_1182 68 162 619 261
ECDH10B_1183 73 47 345 97
ECDH10B_1184 25 170 203 200
ECDH10B_1185 194 390 1569 442
ECDH10B_1186 584 846 2371 1239
ECDH10B_1187 16 28 133 25
ECDH10B_1188 380 882 1600 645
ECDH10B_1189 131 434 592 407
ECDH10B_1190 305 984 2114 825
ECDH10B_1191 279 850 1468 642
ECDH10B_1192 192 397 619 452
ECDH10B_1193 49 200 210 124
ECDH10B_1194 0 35 79 60
ECDH10B_1195 230 525 1674 831
ECDH10B_1196 73 298 706 305
ECDH10B_1197 75 292 624 187
ECDH10B_1198 180 1505 2867 1247
ECDH10B_1199 776 774 924 350
ECDH10B_1200 686 1276 2685 1098
ECDH10B_1201 298 318 772 375
ECDH10B_1202 251 250 671 201
ECDH10B_1203 236 482 1617 1194
ECDH10B_1204 124 448 1359 463
ECDH10B_1205 361 1074 2386 1223
ECDH10B_1206 27 97 287 180
ECDH10B_1207 120 273 574 309
ECDH10B_1208 2567 3391 19991 11048
ECDH10B_1209 7 170 801 150
ECDH10B_1210 20 132 175 55
ECDH10B_1211 210 963 2362 1296
ECDH10B_1212 69 1752 3754 1459
ECDH10B_1213 19 79 20 26
ECDH10B_1214 13 58 9 0
ECDH10B_1215 0 6 30 7
ECDH10B_1216 0 0 34 32
ECDH10B_1217 0 7 78 21
ECDH10B_1218 18 10 40 12
ECDH10B_1220 25 85 96 59
ECDH10B_1222 0 67 17 20
ECDH10B_1223 14 8 72 10
ECDH10B_1224 0 10 21 20
ECDH10B_1225 0 0 40 5
ECDH10B_1226 0 0 0 0
ECDH10B_1227 87 86 343 203
ECDH10B_1228 594 747 1978 637
ECDH10B_1229 495 563 1466 469
ECDH10B_1230 38 117 135 81
ECDH10B_1231 166 129 87 28
ECDH10B_1232 92 44 425 208
ECDH10B_1233 308 162 652 319
ECDH10B_1234 69 48 416 124
ECDH10B_1235 35 12 56 4
ECDH10B_1236 0 0 17 12
ECDH10B_1237 12 34 87 82
ECDH10B_1238 75 161 343 299
ECDH10B_1239 238 479 900 439
ECDH10B_1240 519 895 1783 770
ECDH10B_1241 82 58 795 221
ECDH10B_1242 583 503 3492 1881
ECDH10B_1243 348 584 3583 1824
ECDH10B_1244 381 680 1269 682
ECDH10B_1245 115 133 200 141
ECDH10B_1246 102 166 497 140
ECDH10B_1247 100 123 293 97
ECDH10B_1248 26 21 38 13
ECDH10B_1249 0 7 45 18
ECDH10B_1250 29 151 477 141
ECDH10B_1251 1058 1256 5030 1289
ECDH10B_1252 726 315 1763 802
ECDH10B_1253 795 634 2698 518
ECDH10B_1254 61 158 358 141
ECDH10B_1255 63 158 335 63
ECDH10B_1256 416 707 2543 1404
ECDH10B_1257 74 121 360 122
ECDH10B_1258 170 230 336 118
ECDH10B_1259 281 862 1081 439
ECDH10B_1260 637 1683 4302 1901
ECDH10B_1261 401 877 1317 667
ECDH10B_1262 183 209 698 384
ECDH10B_1263 306 1211 2185 1010
ECDH10B_1264 235 459 1337 811
ECDH10B_1265 167 389 819 292
ECDH10B_1266 174 502 719 252
ECDH10B_1267 138 496 1437 533
ECDH10B_1268 303 638 1750 643
ECDH10B_1269 20 0 29 0
ECDH10B_1270 20 18 30 5
ECDH10B_1271 0 6 0 8
ECDH10B_1272 0 0 33 20
ECDH10B_1273 0 0 1 0
ECDH10B_1274 12 98 178 123
ECDH10B_1275 259 688 1338 677
ECDH10B_1276 11 4 34 9
ECDH10B_1277 123 133 611 347
ECDH10B_1278 285 162 490 236
ECDH10B_1279 67 197 1117 418
ECDH10B_1280 27 68 314 236
ECDH10B_1281 21 286 407 181
ECDH10B_1282 41 42 14 16
ECDH10B_1283 146 108 52 3
ECDH10B_1284 70 110 33 41
ECDH10B_1285 47 18 19 39
ECDH10B_1286 0 15 49 21
ECDH10B_1287 0 107 115 19
ECDH10B_1289 34 92 100 2
ECDH10B_1290 26 124 229 39
ECDH10B_1291 19 290 347 94
ECDH10B_1292 315 612 1530 445
ECDH10B_1293 108 286 726 313
ECDH10B_1294 246 753 1193 535
ECDH10B_1295 225 372 693 391
ECDH10B_1296 515 391 2416 1171
ECDH10B_1297 2318 2121 8813 5785
ECDH10B_1298 11 46 225 160
ECDH10B_1300 44 251 555 156
ECDH10B_1302 12764 11195 35213 13334
ECDH10B_1303 118 191 423 190
ECDH10B_1305 8314 28357 50585 28210
ECDH10B_1306 464 2112 3343 1910
ECDH10B_1307 562 3257 5586 3088
ECDH10B_1308 791 3636 7032 4496
ECDH10B_1309 423 2539 5819 2732
ECDH10B_1310 89 234 578 496
ECDH10B_1311 254 581 1108 587
ECDH10B_1312 105 72 135 124
ECDH10B_1313 37 51 229 80
ECDH10B_1314 0 13 85 6
ECDH10B_1315 0 0 19 2
ECDH10B_1316 19 0 38 17
ECDH10B_1317 0 21 60 0
ECDH10B_1318 0 24 0 11
ECDH10B_1319 0 22 21 35
ECDH10B_1320 0 0 16 0
ECDH10B_1321 19 15 50 21
ECDH10B_1322 0 17 25 53
ECDH10B_1323 0 0 0 7
ECDH10B_1324 0 0 0 0
ECDH10B_1325 0 0 0 0
ECDH10B_1326 0 0 0 0
ECDH10B_1327 530 286 1209 570
ECDH10B_1328 368 492 1144 513
ECDH10B_1329 0 15 0 0
ECDH10B_1330 14 8 41 14
ECDH10B_1331 0 13 10 0
ECDH10B_1332 0 0 0 0
