gene_id state1_rep1 state1_rep2 state2_rep1 state2_rep2
ECDH10B_2151 0 0 23 13
ECDH10B_2152 12 40 23 27
ECDH10B_2153 122 110 412 181
ECDH10B_2154 962 1016 1500 1696
ECDH10B_2155 55 132 327 134
ECDH10B_2156 25 54 93 40
ECDH10B_2157 13 132 132 123
ECDH10B_2158 150 387 784 314
ECDH10B_2159 77 39 491 78
ECDH10B_2160 32 56 1240 119
ECDH10B_2161 137 394 1772 567
ECDH10B_2162 97 195 254 67
ECDH10B_2163 560 672 1054 523
ECDH10B_2164 0 114 204 84
ECDH10B_2165 28 85 503 266
ECDH10B_2166 14 9 86 12
ECDH10B_2167 582 568 3100 1400
ECDH10B_2168 419 545 1867 1037
ECDH10B_2169 289 510 1733 656
ECDH10B_2170 413 593 1566 820
ECDH10B_2171 94 381 728 238
ECDH10B_2172 161 280 1133 524
ECDH10B_2173 136 563 1394 541
ECDH10B_2174 123 702 1541 509
ECDH10B_2175 839 1852 5887 3277
ECDH10B_2176 150 244 7241 2225
ECDH10B_2177 2402 4314 6694 3395
ECDH10B_2180 27 17 166 94
ECDH10B_2182 381 1162 2647 1528
ECDH10B_2183 196 503 1245 642
ECDH10B_2184 386 582 1460 1256
ECDH10B_2185 251 725 2819 1172
ECDH10B_2186 406 1191 2544 1740
ECDH10B_2187 342 1501 2411 1498
ECDH10B_2188 242 402 1149 416
ECDH10B_2189 685 1442 3080 1736
ECDH10B_2190 373 955 2545 1457
ECDH10B_2191 545 1831 3334 1645
ECDH10B_2192 935 933 4055 3482
ECDH10B_2193 55 35 1332 446
ECDH10B_2194 8 8 842 334
ECDH10B_2195 0 0 1108 400
ECDH10B_2196 0 40 1145 220
ECDH10B_2197 0 11 863 271
ECDH10B_2198 0 18 1571 439
ECDH10B_2199 0 28 1938 561
ECDH10B_2200 0 10 2299 590
ECDH10B_2201 0 12 1704 539
ECDH10B_2202 0 42 3224 844
ECDH10B_2203 30 9 5689 1258
ECDH10B_2204 5 0 1362 365
ECDH10B_2205 12 0 1005 239
ECDH10B_2206 0 0 2918 694
ECDH10B_2207 18 0 1370 198
ECDH10B_2208 0 13 323 56
ECDH10B_2209 10 0 1308 301
ECDH10B_2210 0 27 3380 652
ECDH10B_2211 0 0 390 158
ECDH10B_2212 4 12 1492 309
ECDH10B_2213 245 336 608 368
ECDH10B_2214 325 695 1449 510
ECDH10B_2215 363 712 1332 484
ECDH10B_2216 133 286 903 314
ECDH10B_2217 142 306 756 371
ECDH10B_2218 84 133 212 98
ECDH10B_2219 98 218 335 209
ECDH10B_2220 56 85 146 119
ECDH10B_2221 0 17 0 0
ECDH10B_2222 0 39 16 13
ECDH10B_2223 18 13 95 15
ECDH10B_2226 93 80 130 65
ECDH10B_2227 34 73 208 125
ECDH10B_2228 28 148 307 149
ECDH10B_2229 26 31 103 1
ECDH10B_2230 0 55 131 81
ECDH10B_2231 99 100 404 283
ECDH10B_2232 33 6 137 41
ECDH10B_2233 66 319 846 339
ECDH10B_2235 16 7 29 0
ECDH10B_2237 12 19 23 24
ECDH10B_2238 8 47 131 20
ECDH10B_2242 0 0 0 0
ECDH10B_2243 16 52 79 43
ECDH10B_2244 598 587 504 158
ECDH10B_2245 927 810 644 249
ECDH10B_2246 395 133 112 65
ECDH10B_2247 1574 630 1502 579
ECDH10B_2249 4844 2605 7631 3356
ECDH10B_2250 43 31 856 191
ECDH10B_2251 638 109 220 127
ECDH10B_2252 427 87 237 80
ECDH10B_2253 638 235 585 199
ECDH10B_2254 189 178 349 90
ECDH10B_2255 19 17 135 23
ECDH10B_2256 33 54 148 25
ECDH10B_2257 26 35 160 20
ECDH10B_2258 60 91 105 77
ECDH10B_2259 0 31 60 47
ECDH10B_2260 21 29 257 132
ECDH10B_2262 15 52 53 27
ECDH10B_2263 13 12 0 0
ECDH10B_2264 85 50 0 9
ECDH10B_2265 8 69 73 54
ECDH10B_2266 579 838 1388 649
ECDH10B_2267 634 1134 2579 1262
ECDH10B_2272 27 88 182 69
ECDH10B_2273 0 0 0 0
ECDH10B_2274 0 0 6 0
ECDH10B_2275 11 41 47 25
ECDH10B_2276 0 0 0 0
ECDH10B_2277 19 100 63 51
ECDH10B_2278 35 193 257 94
ECDH10B_2279 57 340 769 373
ECDH10B_2280 144 180 629 350
ECDH10B_2281 56 147 477 170
ECDH10B_2282 48 42 392 117
ECDH10B_2283 89 384 817 273
ECDH10B_2284 116 551 1149 402
ECDH10B_2285 19 90 177 43
ECDH10B_2286 47 34 159 65
ECDH10B_2287 39 8 348 131
ECDH10B_2288 252 396 1051 390
ECDH10B_2289 472 682 1785 981
ECDH10B_2290 186 208 518 284
ECDH10B_2291 12 45 128 45
ECDH10B_2292 49 184 322 191
ECDH10B_2293 41 83 306 98
ECDH10B_2294 0 0 31 0
ECDH10B_2296 0 0 0 0
ECDH10B_2297 10 99 293 53
ECDH10B_2298 171 282 163 194
ECDH10B_2299 177 163 295 98
ECDH10B_2300 468 142 303 130
ECDH10B_2301 26 44 206 66
ECDH10B_2302 21 35 84 0
ECDH10B_2303 66 64 15 0
ECDH10B_2304 166 64 65 36
ECDH10B_2305 53 11 198 71
ECDH10B_2307 411 87 1029 643
ECDH10B_2308 46 264 257 68
ECDH10B_2309 125 294 848 322
ECDH10B_2310 251 257 2333 1017
ECDH10B_2311 236 320 1943 1028
ECDH10B_2312 88 172 4426 3198
ECDH10B_2313 174 443 1135 335
ECDH10B_2314 434 544 356 217
ECDH10B_2315 37 204 118 54
ECDH10B_2316 96 258 535 317
ECDH10B_2317 61 273 289 96
ECDH10B_2318 11 16 165 26
ECDH10B_2319 0 15 4 0
ECDH10B_2320 7 14 28 32
ECDH10B_2321 34 32 148 67
ECDH10B_2322 6 35 149 110
ECDH10B_2323 0 35 120 69
ECDH10B_2324 6672 7881 28297 10866
ECDH10B_2325 3100 4367 16231 6931
ECDH10B_2327 91 418 725 241
ECDH10B_2328 52 202 469 100
ECDH10B_2329 328 466 847 391
ECDH10B_2330 253 361 351 240
ECDH10B_2331 110 88 615 164
ECDH10B_2332 109 113 460 261
ECDH10B_2333 671 786 3030 1210
ECDH10B_2334 61 314 700 451
ECDH10B_2335 54 217 438 226
ECDH10B_2336 14 115 158 73
ECDH10B_2337 17 142 193 40
ECDH10B_2338 270 1794 2821 1499
ECDH10B_2339 254 594 1774 993
ECDH10B_2340 256 561 1297 610
ECDH10B_2341 374 473 1554 900
ECDH10B_2342 75 278 358 253
ECDH10B_2343 1004 2021 6411 6582
ECDH10B_2344 173 590 1265 443
ECDH10B_2345 166 194 1005 258
ECDH10B_2346 448 1105 3114 1494
ECDH10B_2347 0 12 35 3
ECDH10B_2348 242 388 875 426
ECDH10B_2349 2 18 22 6
ECDH10B_2350 136 189 249 124
ECDH10B_2351 106 370 185 140
ECDH10B_2352 26 155 38 0
ECDH10B_2353 106 322 59 63
ECDH10B_2354 46 102 23 24
ECDH10B_2355 90 84 4 8
ECDH10B_2356 102 201 37 37
ECDH10B_2357 49 56 18 14
ECDH10B_2358 81 216 63 43
ECDH10B_2359 259 581 54 35
ECDH10B_2360 115 239 9 0
ECDH10B_2361 104 371 29 17
ECDH10B_2362 85 308 15 1
ECDH10B_2363 961 1431 34 17
ECDH10B_2364 17 83 6 0
ECDH10B_2365 114 126 0 0
ECDH10B_2366 306 376 989 354
ECDH10B_2367 180 902 5229 1948
ECDH10B_2368 47 481 1487 595
ECDH10B_2369 13 21 48 28
ECDH10B_2370 24 142 200 75
ECDH10B_2371 7 172 483 208
ECDH10B_2372 296 312 1759 2212
ECDH10B_2373 0 11 10 5
ECDH10B_2374 847 1461 3823 2304
ECDH10B_2375 619 596 1620 1141
ECDH10B_2376 351 954 2349 1065
ECDH10B_2377 74 52 60 42
ECDH10B_2378 112 40 118 51
ECDH10B_2379 0 0 13 0
ECDH10B_2380 0 5 8 13
ECDH10B_2381 0 0 9 24
ECDH10B_2382 17 14 47 5
ECDH10B_2383 19 0 46 10
ECDH10B_2384 16 16 50 19
ECDH10B_2388 14 56 13 7
ECDH10B_2389 18 142 218 96
ECDH10B_2390 2367 5615 13317 9456
ECDH10B_2391 163 434 881 577
ECDH10B_2392 128 376 708 177
ECDH10B_2393 1273 3406 4826 2466
ECDH10B_2394 443 1118 1920 1172
ECDH10B_2395 91 151 320 481
ECDH10B_2396 169 247 851 1185
ECDH10B_2397 164 103 304 63
ECDH10B_2398 10532 2880 5441 3074
ECDH10B_2399 6211 3354 4182 1541
ECDH10B_2400 2574 1405 438 300
ECDH10B_2401 1444 1073 466 167
ECDH10B_2402 1348 1287 354 115
ECDH10B_2403 101 169 133 60
ECDH10B_2404 11 42 47 49
ECDH10B_2405 31 57 100 45
ECDH10B_2406 0 0 52 0
ECDH10B_2407 0 0 26 0
ECDH10B_2408 0 11 21 14
ECDH10B_2409 174 155 848 405
ECDH10B_2410 23 29 65 25
ECDH10B_2411 45 27 188 31
ECDH10B_2412 0 31 148 30
ECDH10B_2413 0 0 29 0
ECDH10B_2414 0 0 0 0
ECDH10B_2415 0 0 0 0
ECDH10B_2416 0 0 0 0
ECDH10B_2417 0 0 0 0
ECDH10B_2418 0 0 0 0
ECDH10B_2419 0 0 0 0
ECDH10B_2420 0 0 0 0
ECDH10B_2421 0 0 0 0
ECDH10B_2422 0 0 0 0
ECDH10B_2423 0 0 0 0
ECDH10B_2424 0 0 0 0
ECDH10B_2425 0 0 0 0
ECDH10B_2426 0 0 0 0
ECDH10B_2427 0 0 2 2
ECDH10B_2428 0 0 0 0
ECDH10B_2431 0 0 23 10
ECDH10B_2433 0 16 0 0
ECDH10B_2434 0 0 39 29
ECDH10B_2435 13 4 56 9
ECDH10B_2436 23 59 62 81
ECDH10B_2437 17 73 263 109
ECDH10B_2438 827 1655 4372 1640
ECDH10B_2439 613 1758 3919 1397
ECDH10B_2440 1219 4161 6843 3760
ECDH10B_2441 96 215 670 253
ECDH10B_2442 305 932 1578 858
ECDH10B_2443 280 904 2229 1138
ECDH10B_2444 312 1217 2543 997
ECDH10B_2445 2070 4113 11700 5231
ECDH10B_2446 899 2176 3957 2410
ECDH10B_2447 515 1311 2091 1064
ECDH10B_2448 2393 3531 8936 3409
ECDH10B_2449 1046 1255 2268 799
ECDH10B_2450 1098 1681 2695 804
ECDH10B_2451 176 293 363 168
ECDH10B_2452 650 894 2347 875
ECDH10B_2453 236 264 1085 492
ECDH10B_2455 288 141 445 227
ECDH10B_2456 222 246 912 460
ECDH10B_2457 97 58 379 209
ECDH10B_2458 2263 3520 6366 3339
ECDH10B_2459 1619 4893 7128 4022
ECDH10B_2460 116 249 141 34
ECDH10B_2461 160 318 797 723
ECDH10B_2462 270 437 746 455
ECDH10B_2463 128 128 227 187
ECDH10B_2464 27 8 93 29
ECDH10B_2465 321 277 1158 418
ECDH10B_2466 250 303 878 459
ECDH10B_2467 112 256 569 243
ECDH10B_2468 9 67 106 104
ECDH10B_2469 9 48 98 74
ECDH10B_2470 5 77 246 126
ECDH10B_2471 60 263 519 411
ECDH10B_2472 38 175 226 69
ECDH10B_2473 51 68 190 128
ECDH10B_2474 132 284 602 300
ECDH10B_2475 211 421 1124 395
ECDH10B_2476 179 492 688 516
ECDH10B_2477 313 745 1277 840
ECDH10B_2478 885 1572 3598 1604
ECDH10B_2479 432 690 1940 555
ECDH10B_2480 151 238 779 357
ECDH10B_2481 225 417 1033 673
ECDH10B_2482 363 435 1268 394
ECDH10B_2483 124 345 677 478
ECDH10B_2484 88 237 370 106
ECDH10B_2485 2967 2831 8136 2445
ECDH10B_2486 237 571 1230 535
ECDH10B_2487 205 543 909 374
ECDH10B_2488 81 276 639 472
ECDH10B_2489 127 364 583 320
ECDH10B_2490 133 292 1085 473
ECDH10B_2491 438 737 1652 828
ECDH10B_2492 409 494 1116 627
ECDH10B_2493 375 564 736 540
ECDH10B_2494 248 391 592 372
ECDH10B_2495 7 0 31 0
ECDH10B_2496 0 0 0 0
ECDH10B_2497 0 0 26 0
ECDH10B_2498 0 9 49 0
ECDH10B_2499 0 8 20 33
ECDH10B_2500 26 180 119 99
ECDH10B_2502 0 0 18 0
ECDH10B_2503 89 232 653 404
ECDH10B_2504 224 326 785 235
ECDH10B_2505 120 202 276 94
ECDH10B_2506 652 321 101 136
ECDH10B_2507 464 1316 2054 602
ECDH10B_2508 31 119 266 131
ECDH10B_2509 307 302 1048 407
ECDH10B_2510 7 39 145 71
ECDH10B_2511 0 31 33 28
ECDH10B_2512 40 171 334 82
ECDH10B_2513 129 167 356 250
ECDH10B_2514 329 457 1139 806
ECDH10B_2515 430 594 1913 976
ECDH10B_2516 22 86 192 85
ECDH10B_2517 23 90 169 63
ECDH10B_2518 0 0 24 0
ECDH10B_2519 0 0 0 0
ECDH10B_2520 0 0 0 0
ECDH10B_2521 0 0 0 0
ECDH10B_2522 0 0 16 24
ECDH10B_2523 0 15 11 14
ECDH10B_2524 0 0 0 0
ECDH10B_2525 0 0 0 2
ECDH10B_2526 0 0 0 0
ECDH10B_2527 0 0 0 0
ECDH10B_2528 204 317 863 287
ECDH10B_2529 20 47 26 36
ECDH10B_2530 0 69 94 73
ECDH10B_2531 59 58 103 34
ECDH10B_2532 13 15 8 20
ECDH10B_2533 0 14 31 26
ECDH10B_2534 339 258 889 394
ECDH10B_2536 0 53 76 9
ECDH10B_2537 8 23 34 11
ECDH10B_2538 1 45 18 21
ECDH10B_2539 0 18 42 0
ECDH10B_2540 0 0 62 0
ECDH10B_2541 62 84 147 81
ECDH10B_2542 95 140 153 142
ECDH10B_2543 463 1777 5924 2020
ECDH10B_2544 182 278 684 521
ECDH10B_2545 113 148 297 216
ECDH10B_2546 45 51 126 39
ECDH10B_2547 51 85 151 35
ECDH10B_2548 9 105 123 81
ECDH10B_2549 15 0 26 0
ECDH10B_2550 6 6 14 0
ECDH10B_2551 31 0 29 0
ECDH10B_2552 0 10 19 0
ECDH10B_2553 559 348 902 717
ECDH10B_2554 100 96 115 42
ECDH10B_2555 63 76 445 43
ECDH10B_2556 153 355 565 312
ECDH10B_2557 332 197 1184 368
ECDH10B_2558 13 0 0 13
ECDH10B_2559 66 440 626 207
ECDH10B_2560 0 0 0 0
ECDH10B_2561 6 110 171 44
ECDH10B_2562 146 298 504 349
ECDH10B_2563 46 133 220 124
ECDH10B_2564 1210 2181 3829 1650
ECDH10B_2565 75 107 428 198
ECDH10B_2566 19 72 366 152
ECDH10B_2567 8 3 6 0
ECDH10B_2568 0 0 0 0
ECDH10B_2569 19 42 143 79
ECDH10B_2570 6 11 48 55
ECDH10B_2571 6 0 0 22
ECDH10B_2572 4 32 70 8
ECDH10B_2573 43 111 175 60
ECDH10B_2574 230 402 607 233
ECDH10B_2575 103 174 297 114
ECDH10B_2576 311 866 1558 727
ECDH10B_2577 483 997 2163 680
ECDH10B_2578 92 80 534 214
ECDH10B_2579 609 600 6753 1640
ECDH10B_2580 960 1065 2705 1671
ECDH10B_2581 5863 6896 15262 7648
ECDH10B_2582 1622 1093 2296 984
ECDH10B_2583 387 192 290 243
ECDH10B_2584 13 5 381 70
ECDH10B_2585 51 98 416 149
ECDH10B_2586 155 195 934 444
ECDH10B_2587 133 51 384 125
ECDH10B_2588 33 9 195 113
ECDH10B_2589 54 61 626 128
ECDH10B_2590 41 68 1000 49
ECDH10B_2591 1945 1390 1157 564
ECDH10B_2592 36 16 131 30
ECDH10B_2593 156 103 161 116
ECDH10B_2594 46 57 253 78
ECDH10B_2595 47 40 218 55
ECDH10B_2596 375 1145 954 468
ECDH10B_2597 84 262 1000 407
ECDH10B_2598 0 36 167 109
ECDH10B_2599 45 181 314 208
ECDH10B_2600 263 211 843 347
ECDH10B_2601 97 272 461 102
ECDH10B_2602 56 245 183 50
ECDH10B_2603 28 0 32 13
ECDH10B_2604 31 55 82 40
ECDH10B_2605 42 52 92 60
ECDH10B_2606 686 1941 3729 2665
ECDH10B_2607 151 429 864 435
ECDH10B_2608 43 76 198 209
ECDH10B_2609 0 14 0 0
ECDH10B_2610 0 0 27 4
ECDH10B_2611 12 0 21 15
ECDH10B_2612 0 17 24 0
ECDH10B_2613 0 6 12 0
ECDH10B_2614 6 22 0 15
ECDH10B_2615 71 105 301 282
ECDH10B_2616 0 35 118 9
ECDH10B_2617 14 2 46 0
ECDH10B_2618 0 9 0 3
ECDH10B_2619 0 0 0 0
ECDH10B_2620 0 11 0 0
ECDH10B_2621 0 0 17 0
ECDH10B_2622 11 0 33 40
ECDH10B_2623 3 41 10 32
ECDH10B_2624 0 10 0 0
ECDH10B_2625 0 0 11 14
ECDH10B_2626 0 15 0 0
ECDH10B_2627 0 0 24 15
ECDH10B_2628 890 710 2812 1565
ECDH10B_2629 95 27 874 422
ECDH10B_2630 123 141 1442 659
ECDH10B_2631 35 232 693 217
ECDH10B_2632 150 244 656 164
ECDH10B_2633 68 96 235 23
ECDH10B_2634 91 166 193 149
ECDH10B_2635 123 222 507 176
ECDH10B_2636 52 47 57 22
ECDH10B_2637 154 432 729 241
ECDH10B_2638 76 85 164 57
ECDH10B_2639 75 78 323 156
ECDH10B_2640 102 301 540 269
ECDH10B_2641 229 357 699 249
ECDH10B_2642 286 376 637 371
ECDH10B_2643 1268 2028 4114 2797
ECDH10B_2644 1472 2221 4021 1857
ECDH10B_2645 459 445 1229 628
ECDH10B_2646 366 364 1698 667
ECDH10B_2647 24 37 47 0
ECDH10B_2648 0 35 66 32
ECDH10B_2649 0 5 11 15
ECDH10B_2650 14 0 33 21
ECDH10B_2651 15 0 0 0
ECDH10B_2652 22 32 47 57
ECDH10B_2653 40 46 106 25
ECDH10B_2654 0 4 36 39
ECDH10B_2655 16 0 47 8
ECDH10B_2656 15 16 15 0
ECDH10B_2657 9 113 87 58
ECDH10B_2658 58 89 173 49
ECDH10B_2659 81 283 565 180
ECDH10B_2660 218 239 1092 473
ECDH10B_2661 184 434 1036 578
ECDH10B_2662 463 677 1268 907
ECDH10B_2663 85 96 333 128
ECDH10B_2664 227 212 718 362
ECDH10B_2665 248 304 491 399
ECDH10B_2666 235 158 246 187
ECDH10B_2667 519 1058 2106 966
ECDH10B_2668 232 587 780 599
ECDH10B_2669 47 212 151 133
ECDH10B_2670 264 137 1149 432
ECDH10B_2671 14 38 32 10
ECDH10B_2672 31 163 324 134
ECDH10B_2673 1875 4050 9147 6254
ECDH10B_2674 500 1401 6384 4000
ECDH10B_2675 652 1027 4160 1755
ECDH10B_2676 133 195 1003 430
ECDH10B_2677 691 1912 4633 1903
ECDH10B_2678 759 2346 3751 1791
ECDH10B_2679 276 610 2080 849
ECDH10B_2680 1237 4120 7020 3704
ECDH10B_2681 955 1553 3953 1895
ECDH10B_2682 877 1717 3419 1541
ECDH10B_2683 307 737 1213 549
ECDH10B_2684 431 552 1156 490
ECDH10B_2685 48 332 291 166
ECDH10B_2686 1081 1881 2652 1091
ECDH10B_2687 490 196 392 142
ECDH10B_2689 133 258 1064 479
ECDH10B_2690 250 576 2101 700
ECDH10B_2691 95 191 362 326
ECDH10B_2692 78 120 713 330
ECDH10B_2693 307 806 2847 865
ECDH10B_2694 62 239 1274 284
ECDH10B_2695 130 309 2083 434
ECDH10B_2696 247 482 2698 990
ECDH10B_2697 464 1090 10147 3546
ECDH10B_2698 143 430 3635 1807
ECDH10B_2699 597 1137 1727 1256
ECDH10B_2700 238 1363 3408 769
ECDH10B_2701 5 92 124 86
ECDH10B_2702 49 256 454 128
ECDH10B_2703 51 317 523 105
ECDH10B_2704 26 4 347 153
ECDH10B_2705 43 44 129 94
ECDH10B_2706 8 0 67 0
ECDH10B_2707 0 0 41 0
ECDH10B_2708 0 0 61 5
ECDH10B_2709 29 76 95 39
ECDH10B_2710 0 5 92 44
ECDH10B_2711 0 27 92 57
ECDH10B_2712 7 32 86 48
ECDH10B_2713 8 0 26 23
ECDH10B_2714 25 18 56 51
ECDH10B_2715 0 25 53 0
ECDH10B_2716 31 62 83 24
ECDH10B_2717 19 102 355 100
ECDH10B_2718 2017 2062 4574 2065
ECDH10B_2719 233 269 564 198
ECDH10B_2720 251 247 825 288
ECDH10B_2721 69 228 391 128
ECDH10B_2722 127 192 278 128
ECDH10B_2723 156 259 605 244
ECDH10B_2725 325 597 1027 579
ECDH10B_2726 70 350 370 331
ECDH10B_2727 96 416 375 369
ECDH10B_2728 125 138 293 64
ECDH10B_2729 15 48 124 116
ECDH10B_2730 62 182 205 79
ECDH10B_2732 201 510 970 511
ECDH10B_2733 72 293 703 254
ECDH10B_2734 311 1155 1831 1038
ECDH10B_2735 280 1255 1624 789
ECDH10B_2736 369 1149 3227 1340
ECDH10B_2737 754 2200 6457 3004
ECDH10B_2738 141 310 573 548
ECDH10B_2739 278 716 3288 1192
ECDH10B_2740 426 1031 4166 1782
ECDH10B_2741 483 1397 4810 3098
ECDH10B_2742 140 1011 829 447
ECDH10B_2743 105 384 559 210
ECDH10B_2744 576 1192 2588 1792
ECDH10B_2745 21 182 332 204
ECDH10B_2746 66 93 50 23
ECDH10B_2747 1916 2214 118 427
ECDH10B_2748 201 487 848 379
ECDH10B_2749 856 2255 3565 1516
ECDH10B_2750 168 171 198 247
ECDH10B_2751 162 113 400 118
ECDH10B_2752 1034 648 903 451
ECDH10B_2753 784 1651 3602 2076
ECDH10B_2754 266 1604 3267 1676
ECDH10B_2755 1281 5957 17618 7385
ECDH10B_2756 0 0 18 0
ECDH10B_2757 50 93 213 93
ECDH10B_2758 30 174 109 2
ECDH10B_2759 137 272 287 184
ECDH10B_2760 4087 2026 1836 715
ECDH10B_2761 133 336 1149 577
ECDH10B_2762 271 723 1987 1086
ECDH10B_2763 506 1546 2872 2600
ECDH10B_2764 7750 3360 6534 2200
ECDH10B_2765 0 0 29 7
ECDH10B_2766 385 996 3971 2095
ECDH10B_2767 127 468 742 449
ECDH10B_2768 87 450 640 399
ECDH10B_2769 0 25 60 54
ECDH10B_2770 30 379 602 203
ECDH10B_2771 109 348 561 323
ECDH10B_2772 14 259 518 291
ECDH10B_2773 1233 3551 7063 3952
ECDH10B_2774 4169 8236 19683 8972
ECDH10B_2775 2351 6527 14323 6010
ECDH10B_2776 3790 6156 17974 6607
ECDH10B_2777 1522 4317 6051 3652
ECDH10B_2779 175 183 741 306
ECDH10B_2780 1893 932 1279 838
ECDH10B_2781 109 243 553 311
ECDH10B_2782 185 278 431 380
ECDH10B_2783 440 537 903 566
ECDH10B_2784 56 62 132 37
ECDH10B_2785 125 213 376 267
ECDH10B_2786 375 1018 1602 760
ECDH10B_2787 81906 42108 283387 520239
ECDH10B_2789 45 81 65 80
ECDH10B_2790 0 11 15 6
ECDH10B_2791 0 33 18 22
ECDH10B_2792 0 17 22 15
ECDH10B_2793 110 384 636 282
ECDH10B_2794 183 448 477 109
ECDH10B_2795 0 66 68 23
ECDH10B_2796 203 1130 2095 829
ECDH10B_2797 123 326 930 317
ECDH10B_2798 13 54 58 16
ECDH10B_2799 0 6 26 23
ECDH10B_2800 22 0 37 0
ECDH10B_2801 26 0 0 0
ECDH10B_2802 0 39 7 0
ECDH10B_2803 0 0 84 0
ECDH10B_2804 0 30 14 46
ECDH10B_2805 42 132 155 86
ECDH10B_2806 23 51 15 10
ECDH10B_2809 138 154 215 109
ECDH10B_2810 12 12 19 4
ECDH10B_2811 0 12 0 0
ECDH10B_2812 0 0 29 0
ECDH10B_2813 0 0 12 8
ECDH10B_2814 0 18 9 0
ECDH10B_2816 2 0 0 0
ECDH10B_2819 0 25 17 28
ECDH10B_2820 0 0 0 0
ECDH10B_2825 13 14 76 30
ECDH10B_2826 13 14 119 22
ECDH10B_2827 0 53 302 54
ECDH10B_2829 32 77 755 358
ECDH10B_2830 0 6 245 59
ECDH10B_2831 67 146 432 225
ECDH10B_2832 107 167 449 246
ECDH10B_2833 81 44 28 35
ECDH10B_2834 8 85 64 63
ECDH10B_2835 8 89 149 101
ECDH10B_2836 24 68 102 32
ECDH10B_2837 119 13 244 69
ECDH10B_2838 26 11 300 34
ECDH10B_2840 0 0 431 193
ECDH10B_2841 0 0 457 152
ECDH10B_2842 0 14 2447 1289
ECDH10B_2843 0 47 1106 693
ECDH10B_2844 6 17 33 25
ECDH10B_2845 0 35 19 28
ECDH10B_2848 29 38 228 55
ECDH10B_2849 227 924 827 311
ECDH10B_2850 82 110 143 47
ECDH10B_2852 91 234 742 286
ECDH10B_2853 120 432 635 174
ECDH10B_2854 913 1124 2310 2892
ECDH10B_2856 785 1545 3272 2339
ECDH10B_2857 150 221 814 233
ECDH10B_2858 165 453 806 284
ECDH10B_2859 53 631 1225 235
ECDH10B_2860 42 285 1347 234
ECDH10B_2861 66 245 1588 302
ECDH10B_2862 51 247 1207 352
ECDH10B_2863 301 884 2247 742
ECDH10B_2864 845 1672 5286 2321
ECDH10B_2865 2267 6413 15813 6052
ECDH10B_2866 76 104 138 47
ECDH10B_2868 83 260 689 338
ECDH10B_2869 119 204 649 230
ECDH10B_2870 0 26 18 9
ECDH10B_2871 47 16 25 44
ECDH10B_2872 10 0 0 0
ECDH10B_2873 0 16 129 21
ECDH10B_2874 10 22 60 13
ECDH10B_2875 88 91 222 119
ECDH10B_2876 110 108 161 52
ECDH10B_2877 68 75 277 59
ECDH10B_2878 31 18 67 45
ECDH10B_2879 37 12 22 3
ECDH10B_2880 127 276 149 56
ECDH10B_2881 0 71 122 51
ECDH10B_2882 75 143 345 172
ECDH10B_2883 36 38 89 63
ECDH10B_2884 149 31 179 144
ECDH10B_2885 186 36 183 51
ECDH10B_2886 0 0 27 0
ECDH10B_2887 0 38 22 14
ECDH10B_2888 0 0 33 0
ECDH10B_2889 32 9 43 39
ECDH10B_2890 0 0 8 0
ECDH10B_2891 32 42 53 7
ECDH10B_2892 4 0 8 0
ECDH10B_2893 0 16 0 0
ECDH10B_2894 276 80 28 33
ECDH10B_2895 380 351 30 2
ECDH10B_2896 199 63 0 21
ECDH10B_2897 818 507 124 53
ECDH10B_2898 706 637 146 104
ECDH10B_2899 299 350 295 91
ECDH10B_2900 35 89 81 3
ECDH10B_2901 194 380 1497 780
ECDH10B_2902 31 11 40 37
ECDH10B_2903 74 176 294 90
ECDH10B_2904 0 12 36 44
ECDH10B_2905 20 44 77 82
ECDH10B_2907 11 12 49 30
ECDH10B_2908 27 92 236 34
ECDH10B_2909 1497 3045 11407 5842
ECDH10B_2910 901 1428 5326 2585
ECDH10B_2911 119 330 728 282
ECDH10B_2912 208 407 711 305
ECDH10B_2913 249 483 1162 408
ECDH10B_2914 58 245 359 221
ECDH10B_2915 40 358 550 170
ECDH10B_2916 158 318 645 286
ECDH10B_2917 0 5 60 0
ECDH10B_2918 28 30 63 48
ECDH10B_2919 68 55 665 147
ECDH10B_2920 38 25 1200 67
ECDH10B_2921 20 66 363 57
ECDH10B_2922 0 47 12 0
ECDH10B_2923 6 0 114 12
ECDH10B_2924 0 84 37 0
ECDH10B_2925 0 23 63 27
ECDH10B_2926 15 20 101 48
ECDH10B_2927 0 0 48 0
ECDH10B_2928 0 16 15 11
ECDH10B_2929 78 105 97 109
ECDH10B_2930 15 37 111 0
ECDH10B_2932 57 90 1311 169
ECDH10B_2933 80 171 915 96
ECDH10B_2934 121 326 221 52
ECDH10B_2935 0 8 30 0
ECDH10B_2936 29 87 47 48
ECDH10B_2937 8 44 22 24
ECDH10B_2938 0 0 31 10
ECDH10B_2939 0 16 0 8
ECDH10B_2940 1 7 40 50
ECDH10B_2941 1 3 14 14
ECDH10B_2942 17 11 39 38
ECDH10B_2943 5 17 29 16
ECDH10B_2944 164 484 818 371
ECDH10B_2945 23 35 53 17
ECDH10B_2946 5114 6666 18590 8401
ECDH10B_2947 1977 4691 9565 3642
ECDH10B_2948 138 261 650 308
ECDH10B_2949 11 59 123 54
ECDH10B_2950 37 187 138 137
ECDH10B_2951 507 1265 1818 720
